-3.965145707271317654e+00,5.918330907428102083e-01
-3.954489678111845929e+00,2.238487996399971813e-01
-3.950073784108022679e+00,1.267648136237932710e-01
-3.946350763085605173e+00,9.955181292631712364e-02
-3.943271569516899611e+00,9.306472270649232548e-02
-3.941077414516964250e+00,9.175274812184271156e-02
-3.938131843767733731e+00,9.031426336705912494e-02
-3.935838150403733859e+00,9.104180439857022245e-02
-3.932938708121210158e+00,9.057037889141382470e-02
-3.930295781023729340e+00,9.023178977421097979e-02
-3.926888702037183876e+00,9.131512272725184065e-02
-3.924416234200276854e+00,9.115709514029846083e-02
-3.921575445061371568e+00,9.019492385843456972e-02
-3.918882573835176686e+00,9.056177882601625095e-02
-3.916045448196411538e+00,9.196381149379267983e-02
-3.913470974619674525e+00,9.164536385678248576e-02
-3.911524884621699005e+00,9.106320328411250664e-02
-3.909073969146426020e+00,9.145378360478585711e-02
-3.904708503036927958e+00,9.217272176039299769e-02
-3.903281270628031319e+00,9.029996789279755298e-02
-3.899150859810861292e+00,9.133785303433279712e-02
-3.895938729792497224e+00,9.072126297109743553e-02
-3.894985528336118552e+00,9.157043776260596901e-02
-3.890910860865180343e+00,9.166267122377488863e-02
-3.887619514898950079e+00,9.154393636117946764e-02
-3.886083413251668173e+00,9.165680674062037792e-02
-3.883771205703966167e+00,9.182376732027787425e-02
-3.880892687609444280e+00,9.179722073120454018e-02
-3.878065285090082526e+00,9.237560570589820053e-02
-3.874545428312864193e+00,9.163778398329597286e-02
-3.872731184808360538e+00,9.163982180265596578e-02
-3.869285830113352809e+00,9.199909040500849067e-02
-3.866537493419661686e+00,9.209746023513840085e-02
-3.864148193596092629e+00,9.252193292584118267e-02
-3.860616556338626548e+00,9.324379310516692221e-02
-3.859315106084358238e+00,9.269456925528518632e-02
-3.856919558360015987e+00,9.204848520146123592e-02
-3.852019928057810905e+00,9.245350440907793010e-02
-3.850163561185454775e+00,9.258936844702841951e-02
-3.847841658512382246e+00,9.279074146859465910e-02
-3.843969377642011409e+00,9.324369411732437440e-02
-3.842006728082052458e+00,9.289360417587196050e-02
-3.839028951142899437e+00,9.308481086992348441e-02
-3.836312982200378752e+00,9.364055535363975669e-02
-3.832929675975730976e+00,9.297168453346815742e-02
-3.830876277461569224e+00,9.286454175398342614e-02
-3.828222896127288610e+00,9.361874906694421516e-02
-3.824609284331292880e+00,9.314739648740202882e-02
-3.822293793229661230e+00,9.363076157337163474e-02
-3.819127369659198301e+00,9.356071694553354245e-02
-3.816681123928558073e+00,9.324445331105966905e-02
-3.813274697802336188e+00,9.420247458133967910e-02
-3.811039620733198241e+00,9.414181703345764207e-02
-3.808248511298104155e+00,9.370967021799288255e-02
-3.804839878843352174e+00,9.367138917019986188e-02
-3.801874486416724874e+00,9.414975111335861790e-02
-3.799788794451318008e+00,9.342480568211065928e-02
-3.796726720049826476e+00,9.476366929715634990e-02
-3.793558094634249311e+00,9.462850138797263000e-02
-3.791189677761661603e+00,9.406153032224832955e-02
-3.788127439890727644e+00,9.502579138168625039e-02
-3.785638301066665434e+00,9.434232550618934510e-02
-3.781900219526085571e+00,9.495728098152993180e-02
-3.779493250345215216e+00,9.505367719543104943e-02
-3.775890031331751384e+00,9.535320984882805773e-02
-3.775286817743659373e+00,9.533964602617442385e-02
-3.772245245205559261e+00,9.472146881672935392e-02
-3.767924258580817032e+00,9.603725473236079946e-02
-3.765019917775481950e+00,9.524389940201986871e-02
-3.763092112688620983e+00,9.588499607920117351e-02
-3.759195377488067979e+00,9.475793089177481088e-02
-3.756979848171734027e+00,9.631433162000027637e-02
-3.755301775357148930e+00,9.579209460372554996e-02
-3.751251649294762736e+00,9.506641723970257751e-02
-3.748640440443358646e+00,9.519044005841985345e-02
-3.746685232962115197e+00,9.578701416478628550e-02
-3.742624499234801672e+00,9.552707276940665404e-02
-3.739253095488087375e+00,9.550883035222662576e-02
-3.737334557801052171e+00,9.579710156655382725e-02
-3.734479443436579338e+00,9.626698736768270204e-02
-3.730602371843898535e+00,9.663551931964732555e-02
-3.727948911692720024e+00,9.653135170541556065e-02
-3.725123392513394194e+00,9.672989967828152236e-02
-3.722190314220481522e+00,9.581381532695000536e-02
-3.720396188754961475e+00,9.674903039379489922e-02
-3.716452525644742266e+00,9.675061157101391696e-02
-3.713408124929915566e+00,9.743788245111967283e-02
-3.711025265503140602e+00,9.746020361830956547e-02
-3.707609321393893875e+00,9.720390748768258093e-02
-3.705163867499986718e+00,9.655327282858140736e-02
-3.702124158197491965e+00,9.640108527216620371e-02
